inventory_id,date_key,branch_id,product_id,stock_qty,reserved_qty,available_qty
STK-20251008-BR004-SKU016256PI,20251008,BR004,SKU016256PI,100,97,3
STK-20251008-BR004-SKU017128BL,20251008,BR004,SKU017128BL,170,154,16
STK-20251008-BR004-SKU017128SI,20251008,BR004,SKU017128SI,171,161,10
STK-20251008-BR004-SKU017128PI,20251008,BR004,SKU017128PI,207,169,38
STK-20251008-BR004-SKU017256BL,20251008,BR004,SKU017256BL,180,155,25
STK-20251008-BR004-SKU017256SI,20251008,BR004,SKU017256SI,162,139,23
STK-20251008-BR004-SKU017256PI,20251008,BR004,SKU017256PI,169,144,25
STK-20251008-BR005-SKU015128BL,20251008,BR005,SKU015128BL,136,58,78
STK-20251008-BR005-SKU015128SI,20251008,BR005,SKU015128SI,123,63,60
STK-20251008-BR005-SKU015128PI,20251008,BR005,SKU015128PI,170,64,106
STK-20251008-BR005-SKU015256BL,20251008,BR005,SKU015256BL,172,50,122
STK-20251008-BR005-SKU015256SI,20251008,BR005,SKU015256SI,172,59,113
STK-20251008-BR005-SKU015256PI,20251008,BR005,SKU015256PI,166,67,99
STK-20251008-BR005-SKU016128BL,20251008,BR005,SKU016128BL,141,112,29
STK-20251008-BR005-SKU016128SI,20251008,BR005,SKU016128SI,116,96,20
STK-20251008-BR005-SKU016128PI,20251008,BR005,SKU016128PI,128,103,25
STK-20251008-BR005-SKU016256BL,20251008,BR005,SKU016256BL,122,115,7
STK-20251008-BR005-SKU016256SI,20251008,BR005,SKU016256SI,114,96,18
STK-20251008-BR005-SKU016256PI,20251008,BR005,SKU016256PI,119,107,12
STK-20251008-BR005-SKU017128BL,20251008,BR005,SKU017128BL,153,147,6
STK-20251008-BR005-SKU017128SI,20251008,BR005,SKU017128SI,173,154,19
STK-20251008-BR005-SKU017128PI,20251008,BR005,SKU017128PI,165,157,8
STK-20251008-BR005-SKU017256BL,20251008,BR005,SKU017256BL,142,141,1
STK-20251008-BR005-SKU017256SI,20251008,BR005,SKU017256SI,169,149,20
STK-20251008-BR005-SKU017256PI,20251008,BR005,SKU017256PI,144,141,3
STK-20251009-BR000-SKU015128BL,20251009,BR000,SKU015128BL,644,0,644
STK-20251009-BR000-SKU015128SI,20251009,BR000,SKU015128SI,795,0,795
STK-20251009-BR000-SKU015128PI,20251009,BR000,SKU015128PI,930,0,930
STK-20251009-BR000-SKU015256BL,20251009,BR000,SKU015256BL,712,0,712
STK-20251009-BR000-SKU015256SI,20251009,BR000,SKU015256SI,744,0,744
STK-20251009-BR000-SKU015256PI,20251009,BR000,SKU015256PI,985,0,985
STK-20251009-BR000-SKU016128BL,20251009,BR000,SKU016128BL,632,0,632
STK-20251009-BR000-SKU016128SI,20251009,BR000,SKU016128SI,857,0,857
STK-20251009-BR000-SKU016128PI,20251009,BR000,SKU016128PI,686,0,686
STK-20251009-BR000-SKU016256BL,20251009,BR000,SKU016256BL,548,0,548
STK-20251009-BR000-SKU016256SI,20251009,BR000,SKU016256SI,855,0,855
STK-20251009-BR000-SKU016256PI,20251009,BR000,SKU016256PI,881,0,881
STK-20251009-BR000-SKU017128BL,20251009,BR000,SKU017128BL,658,0,658
STK-20251009-BR000-SKU017128SI,20251009,BR000,SKU017128SI,661,0,661
STK-20251009-BR000-SKU017128PI,20251009,BR000,SKU017128PI,617,0,617
STK-20251009-BR000-SKU017256BL,20251009,BR000,SKU017256BL,731,0,731
STK-20251009-BR000-SKU017256SI,20251009,BR000,SKU017256SI,682,0,682
STK-20251009-BR000-SKU017256PI,20251009,BR000,SKU017256PI,891,0,891
STK-20251009-BR001-SKU015128BL,20251009,BR001,SKU015128BL,120,65,55
STK-20251009-BR001-SKU015128SI,20251009,BR001,SKU015128SI,154,61,93
STK-20251009-BR001-SKU015128PI,20251009,BR001,SKU015128PI,133,67,66
STK-20251009-BR001-SKU015256BL,20251009,BR001,SKU015256BL,168,63,105
STK-20251009-BR001-SKU015256SI,20251009,BR001,SKU015256SI,132,58,74
STK-20251009-BR001-SKU015256PI,20251009,BR001,SKU015256PI,134,62,72
STK-20251009-BR001-SKU016128BL,20251009,BR001,SKU016128BL,125,122,3
STK-20251009-BR001-SKU016128SI,20251009,BR001,SKU016128SI,145,120,25
STK-20251009-BR001-SKU016128PI,20251009,BR001,SKU016128PI,130,112,18
STK-20251009-BR001-SKU016256BL,20251009,BR001,SKU016256BL,130,115,15
STK-20251009-BR001-SKU016256SI,20251009,BR001,SKU016256SI,143,122,21
STK-20251009-BR001-SKU016256PI,20251009,BR001,SKU016256PI,112,110,2
STK-20251009-BR001-SKU017128BL,20251009,BR001,SKU017128BL,169,146,23
STK-20251009-BR001-SKU017128SI,20251009,BR001,SKU017128SI,210,174,36
STK-20251009-BR001-SKU017128PI,20251009,BR001,SKU017128PI,171,159,12
STK-20251009-BR001-SKU017256BL,20251009,BR001,SKU017256BL,173,159,14
STK-20251009-BR001-SKU017256SI,20251009,BR001,SKU017256SI,186,155,31
STK-20251009-BR001-SKU017256PI,20251009,BR001,SKU017256PI,183,146,37
STK-20251009-BR002-SKU015128BL,20251009,BR002,SKU015128BL,165,62,103
STK-20251009-BR002-SKU015128SI,20251009,BR002,SKU015128SI,131,61,70
STK-20251009-BR002-SKU015128PI,20251009,BR002,SKU015128PI,141,60,81
STK-20251009-BR002-SKU015256BL,20251009,BR002,SKU015256BL,180,55,125
STK-20251009-BR002-SKU015256SI,20251009,BR002,SKU015256SI,109,62,47
STK-20251009-BR002-SKU015256PI,20251009,BR002,SKU015256PI,167,62,105
STK-20251009-BR002-SKU016128BL,20251009,BR002,SKU016128BL,120,115,5
STK-20251009-BR002-SKU016128SI,20251009,BR002,SKU016128SI,127,109,18
STK-20251009-BR002-SKU016128PI,20251009,BR002,SKU016128PI,104,92,12
STK-20251009-BR002-SKU016256BL,20251009,BR002,SKU016256BL,118,104,14
STK-20251009-BR002-SKU016256SI,20251009,BR002,SKU016256SI,136,122,14
STK-20251009-BR002-SKU016256PI,20251009,BR002,SKU016256PI,131,113,18
STK-20251009-BR002-SKU017128BL,20251009,BR002,SKU017128BL,178,166,12
STK-20251009-BR002-SKU017128SI,20251009,BR002,SKU017128SI,185,163,22
STK-20251009-BR002-SKU017128PI,20251009,BR002,SKU017128PI,186,172,14
STK-20251009-BR002-SKU017256BL,20251009,BR002,SKU017256BL,198,167,31
STK-20251009-BR002-SKU017256SI,20251009,BR002,SKU017256SI,152,141,11
STK-20251009-BR002-SKU017256PI,20251009,BR002,SKU017256PI,152,150,2
STK-20251009-BR003-SKU015128BL,20251009,BR003,SKU015128BL,165,61,104
STK-20251009-BR003-SKU015128SI,20251009,BR003,SKU015128SI,171,72,99
STK-20251009-BR003-SKU015128PI,20251009,BR003,SKU015128PI,115,68,47
STK-20251009-BR003-SKU015256BL,20251009,BR003,SKU015256BL,160,61,99
STK-20251009-BR003-SKU015256SI,20251009,BR003,SKU015256SI,174,71,103
STK-20251009-BR003-SKU015256PI,20251009,BR003,SKU015256PI,132,65,67
STK-20251009-BR003-SKU016128BL,20251009,BR003,SKU016128BL,121,105,16
STK-20251009-BR003-SKU016128SI,20251009,BR003,SKU016128SI,124,110,14
STK-20251009-BR003-SKU016128PI,20251009,BR003,SKU016128PI,155,115,40
STK-20251009-BR003-SKU016256BL,20251009,BR003,SKU016256BL,106,105,1
STK-20251009-BR003-SKU016256SI,20251009,BR003,SKU016256SI,167,133,34
STK-20251009-BR003-SKU016256PI,20251009,BR003,SKU016256PI,124,109,15
STK-20251009-BR003-SKU017128BL,20251009,BR003,SKU017128BL,174,168,6
STK-20251009-BR003-SKU017128SI,20251009,BR003,SKU017128SI,171,154,17
STK-20251009-BR003-SKU017128PI,20251009,BR003,SKU017128PI,188,163,25
STK-20251009-BR003-SKU017256BL,20251009,BR003,SKU017256BL,135,131,4
STK-20251009-BR003-SKU017256SI,20251009,BR003,SKU017256SI,182,177,5
STK-20251009-BR003-SKU017256PI,20251009,BR003,SKU017256PI,195,175,20
STK-20251009-BR004-SKU015128BL,20251009,BR004,SKU015128BL,115,63,52
STK-20251009-BR004-SKU015128SI,20251009,BR004,SKU015128SI,167,65,102
STK-20251009-BR004-SKU015128PI,20251009,BR004,SKU015128PI,196,56,140
STK-20251009-BR004-SKU015256BL,20251009,BR004,SKU015256BL,130,59,71
STK-20251009-BR004-SKU015256SI,20251009,BR004,SKU015256SI,114,63,51
STK-20251009-BR004-SKU015256PI,20251009,BR004,SKU015256PI,167,71,96
STK-20251009-BR004-SKU016128BL,20251009,BR004,SKU016128BL,115,104,11
STK-20251009-BR004-SKU016128SI,20251009,BR004,SKU016128SI,140,106,34
STK-20251009-BR004-SKU016128PI,20251009,BR004,SKU016128PI,124,103,21
STK-20251009-BR004-SKU016256BL,20251009,BR004,SKU016256BL,133,107,26
STK-20251009-BR004-SKU016256SI,20251009,BR004,SKU016256SI,131,111,20
STK-20251009-BR004-SKU016256PI,20251009,BR004,SKU016256PI,133,97,36
STK-20251009-BR004-SKU017128BL,20251009,BR004,SKU017128BL,170,166,4
STK-20251009-BR004-SKU017128SI,20251009,BR004,SKU017128SI,159,156,3
STK-20251009-BR004-SKU017128PI,20251009,BR004,SKU017128PI,203,169,34
STK-20251009-BR004-SKU017256BL,20251009,BR004,SKU017256BL,175,156,19
STK-20251009-BR004-SKU017256SI,20251009,BR004,SKU017256SI,151,134,17
STK-20251009-BR004-SKU017256PI,20251009,BR004,SKU017256PI,163,147,16
STK-20251009-BR005-SKU015128BL,20251009,BR005,SKU015128BL,134,57,77
STK-20251009-BR005-SKU015128SI,20251009,BR005,SKU015128SI,123,64,59
STK-20251009-BR005-SKU015128PI,20251009,BR005,SKU015128PI,167,65,102
STK-20251009-BR005-SKU015256BL,20251009,BR005,SKU015256BL,172,52,120
STK-20251009-BR005-SKU015256SI,20251009,BR005,SKU015256SI,171,59,112
STK-20251009-BR005-SKU015256PI,20251009,BR005,SKU015256PI,166,70,96
STK-20251009-BR005-SKU016128BL,20251009,BR005,SKU016128BL,139,114,25
STK-20251009-BR005-SKU016128SI,20251009,BR005,SKU016128SI,109,97,12
STK-20251009-BR005-SKU016128PI,20251009,BR005,SKU016128PI,124,104,20
STK-20251009-BR005-SKU016256BL,20251009,BR005,SKU016256BL,122,122,0
STK-20251009-BR005-SKU016256SI,20251009,BR005,SKU016256SI,113,104,9
STK-20251009-BR005-SKU016256PI,20251009,BR005,SKU016256PI,119,110,9
STK-20251009-BR005-SKU017128BL,20251009,BR005,SKU017128BL,189,151,38
STK-20251009-BR005-SKU017128SI,20251009,BR005,SKU017128SI,170,162,8
STK-20251009-BR005-SKU017128PI,20251009,BR005,SKU017128PI,199,168,31
STK-20251009-BR005-SKU017256BL,20251009,BR005,SKU017256BL,170,146,24
STK-20251009-BR005-SKU017256SI,20251009,BR005,SKU017256SI,169,159,10
STK-20251009-BR005-SKU017256PI,20251009,BR005,SKU017256PI,169,146,23
STK-20251010-BR000-SKU015128BL,20251010,BR000,SKU015128BL,644,0,644
STK-20251010-BR000-SKU015128SI,20251010,BR000,SKU015128SI,795,0,795
STK-20251010-BR000-SKU015128PI,20251010,BR000,SKU015128PI,930,0,930
STK-20251010-BR000-SKU015256BL,20251010,BR000,SKU015256BL,712,0,712
STK-20251010-BR000-SKU015256SI,20251010,BR000,SKU015256SI,744,0,744
STK-20251010-BR000-SKU015256PI,20251010,BR000,SKU015256PI,985,0,985
STK-20251010-BR000-SKU016128BL,20251010,BR000,SKU016128BL,632,0,632
STK-20251010-BR000-SKU016128SI,20251010,BR000,SKU016128SI,857,0,857
STK-20251010-BR000-SKU016128PI,20251010,BR000,SKU016128PI,686,0,686
STK-20251010-BR000-SKU016256BL,20251010,BR000,SKU016256BL,548,0,548
STK-20251010-BR000-SKU016256SI,20251010,BR000,SKU016256SI,855,0,855
STK-20251010-BR000-SKU016256PI,20251010,BR000,SKU016256PI,881,0,881
STK-20251010-BR000-SKU017128BL,20251010,BR000,SKU017128BL,658,0,658
STK-20251010-BR000-SKU017128SI,20251010,BR000,SKU017128SI,661,0,661
STK-20251010-BR000-SKU017128PI,20251010,BR000,SKU017128PI,617,0,617
STK-20251010-BR000-SKU017256BL,20251010,BR000,SKU017256BL,731,0,731
STK-20251010-BR000-SKU017256SI,20251010,BR000,SKU017256SI,682,0,682
STK-20251010-BR000-SKU017256PI,20251010,BR000,SKU017256PI,891,0,891
STK-20251010-BR001-SKU015128BL,20251010,BR001,SKU015128BL,174,63,111
STK-20251010-BR001-SKU015128SI,20251010,BR001,SKU015128SI,198,66,132
STK-20251010-BR001-SKU015128PI,20251010,BR001,SKU015128PI,190,71,119
STK-20251010-BR001-SKU015256BL,20251010,BR001,SKU015256BL,210,66,144
STK-20251010-BR001-SKU015256SI,20251010,BR001,SKU015256SI,179,61,118
STK-20251010-BR001-SKU015256PI,20251010,BR001,SKU015256PI,162,61,101
STK-20251010-BR001-SKU016128BL,20251010,BR001,SKU016128BL,156,124,32
STK-20251010-BR001-SKU016128SI,20251010,BR001,SKU016128SI,197,124,73
STK-20251010-BR001-SKU016128PI,20251010,BR001,SKU016128PI,154,104,50
STK-20251010-BR001-SKU016256BL,20251010,BR001,SKU016256BL,173,123,50
STK-20251010-BR001-SKU016256SI,20251010,BR001,SKU016256SI,189,120,69
STK-20251010-BR001-SKU016256PI,20251010,BR001,SKU016256PI,149,110,39
STK-20251010-BR001-SKU017128BL,20251010,BR001,SKU017128BL,204,156,48
STK-20251010-BR001-SKU017128SI,20251010,BR001,SKU017128SI,242,180,62
STK-20251010-BR001-SKU017128PI,20251010,BR001,SKU017128PI,231,165,66
STK-20251010-BR001-SKU017256BL,20251010,BR001,SKU017256BL,199,162,37
STK-20251010-BR001-SKU017256SI,20251010,BR001,SKU017256SI,226,149,77
STK-20251010-BR001-SKU017256PI,20251010,BR001,SKU017256PI,223,156,67
STK-20251010-BR002-SKU015128BL,20251010,BR002,SKU015128BL,219,67,152
STK-20251010-BR002-SKU015128SI,20251010,BR002,SKU015128SI,159,62,97
STK-20251010-BR002-SKU015128PI,20251010,BR002,SKU015128PI,185,62,123
STK-20251010-BR002-SKU015256BL,20251010,BR002,SKU015256BL,233,56,177
STK-20251010-BR002-SKU015256SI,20251010,BR002,SKU015256SI,146,64,82
STK-20251010-BR002-SKU015256PI,20251010,BR002,SKU015256PI,219,66,153
STK-20251010-BR002-SKU016128BL,20251010,BR002,SKU016128BL,154,118,36
STK-20251010-BR002-SKU016128SI,20251010,BR002,SKU016128SI,161,110,51
STK-20251010-BR002-SKU016128PI,20251010,BR002,SKU016128PI,155,95,60
STK-20251010-BR002-SKU016256BL,20251010,BR002,SKU016256BL,177,105,72
STK-20251010-BR002-SKU016256SI,20251010,BR002,SKU016256SI,180,123,57
STK-20251010-BR002-SKU016256PI,20251010,BR002,SKU016256PI,153,108,45
STK-20251010-BR002-SKU017128BL,20251010,BR002,SKU017128BL,209,172,37
STK-20251010-BR002-SKU017128SI,20251010,BR002,SKU017128SI,229,163,66
STK-20251010-BR002-SKU017128PI,20251010,BR002,SKU017128PI,231,179,52
STK-20251010-BR002-SKU017256BL,20251010,BR002,SKU017256BL,232,172,60
STK-20251010-BR002-SKU017256SI,20251010,BR002,SKU017256SI,189,153,36
STK-20251010-BR002-SKU017256PI,20251010,BR002,SKU017256PI,178,150,28
STK-20251010-BR003-SKU015128BL,20251010,BR003,SKU015128BL,201,64,137
STK-20251010-BR003-SKU015128SI,20251010,BR003,SKU015128SI,224,70,154
STK-20251010-BR003-SKU015128PI,20251010,BR003,SKU015128PI,175,72,103
STK-20251010-BR003-SKU015256BL,20251010,BR003,SKU015256BL,212,63,149
STK-20251010-BR003-SKU015256SI,20251010,BR003,SKU015256SI,226,70,156
STK-20251010-BR003-SKU015256PI,20251010,BR003,SKU015256PI,167,68,99
STK-20251010-BR003-SKU016128BL,20251010,BR003,SKU016128BL,159,108,51
STK-20251010-BR003-SKU016128SI,20251010,BR003,SKU016128SI,152,110,42
STK-20251010-BR003-SKU016128PI,20251010,BR003,SKU016128PI,208,122,86
STK-20251010-BR003-SKU016256BL,20251010,BR003,SKU016256BL,150,101,49
STK-20251010-BR003-SKU016256SI,20251010,BR003,SKU016256SI,198,135,63
STK-20251010-BR003-SKU016256PI,20251010,BR003,SKU016256PI,169,116,53
STK-20251010-BR003-SKU017128BL,20251010,BR003,SKU017128BL,198,162,36
STK-20251010-BR003-SKU017128SI,20251010,BR003,SKU017128SI,213,156,57
STK-20251010-BR003-SKU017128PI,20251010,BR003,SKU017128PI,225,168,57
STK-20251010-BR003-SKU017256BL,20251010,BR003,SKU017256BL,191,140,51
STK-20251010-BR003-SKU017256SI,20251010,BR003,SKU017256SI,204,173,31
STK-20251010-BR003-SKU017256PI,20251010,BR003,SKU017256PI,243,177,66
STK-20251010-BR004-SKU015128BL,20251010,BR004,SKU015128BL,150,62,88
STK-20251010-BR004-SKU015128SI,20251010,BR004,SKU015128SI,214,68,146
STK-20251010-BR004-SKU015128PI,20251010,BR004,SKU015128PI,230,58,172
STK-20251010-BR004-SKU015256BL,20251010,BR004,SKU015256BL,172,57,115
STK-20251010-BR004-SKU015256SI,20251010,BR004,SKU015256SI,174,64,110
STK-20251010-BR004-SKU015256PI,20251010,BR004,SKU015256PI,202,71,131
STK-20251010-BR004-SKU016128BL,20251010,BR004,SKU016128BL,154,107,47
STK-20251010-BR004-SKU016128SI,20251010,BR004,SKU016128SI,169,113,56
STK-20251010-BR004-SKU016128PI,20251010,BR004,SKU016128PI,178,113,65
STK-20251010-BR004-SKU016256BL,20251010,BR004,SKU016256BL,187,111,76
STK-20251010-BR004-SKU016256SI,20251010,BR004,SKU016256SI,190,117,73
STK-20251010-BR004-SKU016256PI,20251010,BR004,SKU016256PI,190,101,89
STK-20251010-BR004-SKU017128BL,20251010,BR004,SKU017128BL,214,163,51
STK-20251010-BR004-SKU017128SI,20251010,BR004,SKU017128SI,207,153,54
STK-20251010-BR004-SKU017128PI,20251010,BR004,SKU017128PI,240,181,59
STK-20251010-BR004-SKU017256BL,20251010,BR004,SKU017256BL,217,162,55
STK-20251010-BR004-SKU017256SI,20251010,BR004,SKU017256SI,201,142,59
STK-20251010-BR004-SKU017256PI,20251010,BR004,SKU017256PI,205,156,49
STK-20251010-BR005-SKU015128BL,20251010,BR005,SKU015128BL,173,56,117
STK-20251010-BR005-SKU015128SI,20251010,BR005,SKU015128SI,159,63,96
STK-20251010-BR005-SKU015128PI,20251010,BR005,SKU015128PI,199,62,137
STK-20251010-BR005-SKU015256BL,20251010,BR005,SKU015256BL,221,54,167
STK-20251010-BR005-SKU015256SI,20251010,BR005,SKU015256SI,214,55,159
STK-20251010-BR005-SKU015256PI,20251010,BR005,SKU015256PI,214,71,143
STK-20251010-BR005-SKU016128BL,20251010,BR005,SKU016128BL,177,118,59
STK-20251010-BR005-SKU016128SI,20251010,BR005,SKU016128SI,141,96,45
STK-20251010-BR005-SKU016128PI,20251010,BR005,SKU016128PI,178,109,69
STK-20251010-BR005-SKU016256BL,20251010,BR005,SKU016256BL,157,106,51
STK-20251010-BR005-SKU016256SI,20251010,BR005,SKU016256SI,151,96,55
STK-20251010-BR005-SKU016256PI,20251010,BR005,SKU016256PI,171,118,53
STK-20251010-BR005-SKU017128BL,20251010,BR005,SKU017128BL,218,145,73
STK-20251010-BR005-SKU017128SI,20251010,BR005,SKU017128SI,223,168,55
STK-20251010-BR005-SKU017128PI,20251010,BR005,SKU017128PI,245,171,74
STK-20251010-BR005-SKU017256BL,20251010,BR005,SKU017256BL,200,153,47
STK-20251010-BR005-SKU017256SI,20251010,BR005,SKU017256SI,205,163,42
STK-20251010-BR005-SKU017256PI,20251010,BR005,SKU017256PI,206,156,50
STK-20251011-BR000-SKU015128BL,20251011,BR000,SKU015128BL,644,0,644
STK-20251011-BR000-SKU015128SI,20251011,BR000,SKU015128SI,795,0,795
STK-20251011-BR000-SKU015128PI,20251011,BR000,SKU015128PI,930,0,930
STK-20251011-BR000-SKU015256BL,20251011,BR000,SKU015256BL,712,0,712
STK-20251011-BR000-SKU015256SI,20251011,BR000,SKU015256SI,744,0,744
STK-20251011-BR000-SKU015256PI,20251011,BR000,SKU015256PI,985,0,985
STK-20251011-BR000-SKU016128BL,20251011,BR000,SKU016128BL,632,0,632
STK-20251011-BR000-SKU016128SI,20251011,BR000,SKU016128SI,857,0,857
STK-20251011-BR000-SKU016128PI,20251011,BR000,SKU016128PI,686,0,686
STK-20251011-BR000-SKU016256BL,20251011,BR000,SKU016256BL,548,0,548
STK-20251011-BR000-SKU016256SI,20251011,BR000,SKU016256SI,855,0,855
STK-20251011-BR000-SKU016256PI,20251011,BR000,SKU016256PI,881,0,881
STK-20251011-BR000-SKU017128BL,20251011,BR000,SKU017128BL,658,0,658
STK-20251011-BR000-SKU017128SI,20251011,BR000,SKU017128SI,661,0,661
STK-20251011-BR000-SKU017128PI,20251011,BR000,SKU017128PI,617,0,617
STK-20251011-BR000-SKU017256BL,20251011,BR000,SKU017256BL,731,0,731
STK-20251011-BR000-SKU017256SI,20251011,BR000,SKU017256SI,682,0,682
STK-20251011-BR000-SKU017256PI,20251011,BR000,SKU017256PI,891,0,891
STK-20251011-BR001-SKU015128BL,20251011,BR001,SKU015128BL,174,64,110
STK-20251011-BR001-SKU015128SI,20251011,BR001,SKU015128SI,198,67,131
STK-20251011-BR001-SKU015128PI,20251011,BR001,SKU015128PI,190,72,118
STK-20251011-BR001-SKU015256BL,20251011,BR001,SKU015256BL,206,67,139
STK-20251011-BR001-SKU015256SI,20251011,BR001,SKU015256SI,179,64,115
STK-20251011-BR001-SKU015256PI,20251011,BR001,SKU015256PI,161,64,97
STK-20251011-BR001-SKU016128BL,20251011,BR001,SKU016128BL,154,132,22
STK-20251011-BR001-SKU016128SI,20251011,BR001,SKU016128SI,193,126,67
STK-20251011-BR001-SKU016128PI,20251011,BR001,SKU016128PI,151,106,45
STK-20251011-BR001-SKU016256BL,20251011,BR001,SKU016256BL,173,128,45
STK-20251011-BR001-SKU016256SI,20251011,BR001,SKU016256SI,178,114,64
STK-20251011-BR001-SKU016256PI,20251011,BR001,SKU016256PI,147,111,36
STK-20251011-BR001-SKU017128BL,20251011,BR001,SKU017128BL,199,159,40
STK-20251011-BR001-SKU017128SI,20251011,BR001,SKU017128SI,232,173,59
STK-20251011-BR001-SKU017128PI,20251011,BR001,SKU017128PI,231,175,56
STK-20251011-BR001-SKU017256BL,20251011,BR001,SKU017256BL,191,166,25
STK-20251011-BR001-SKU017256SI,20251011,BR001,SKU017256SI,226,157,69
STK-20251011-BR001-SKU017256PI,20251011,BR001,SKU017256PI,218,156,62
STK-20251011-BR002-SKU015128BL,20251011,BR002,SKU015128BL,216,68,148
STK-20251011-BR002-SKU015128SI,20251011,BR002,SKU015128SI,156,62,94
STK-20251011-BR002-SKU015128PI,20251011,BR002,SKU015128PI,185,65,120
STK-20251011-BR002-SKU015256BL,20251011,BR002,SKU015256BL,233,57,176
STK-20251011-BR002-SKU015256SI,20251011,BR002,SKU015256SI,143,63,80
STK-20251011-BR002-SKU015256PI,20251011,BR002,SKU015256PI,218,68,150
STK-20251011-BR002-SKU016128BL,20251011,BR002,SKU016128BL,151,120,31
STK-20251011-BR002-SKU016128SI,20251011,BR002,SKU016128SI,161,115,46
STK-20251011-BR002-SKU016128PI,20251011,BR002,SKU016128PI,155,100,55
STK-20251011-BR002-SKU016256BL,20251011,BR002,SKU016256BL,177,108,69
STK-20251011-BR002-SKU016256SI,20251011,BR002,SKU016256SI,176,123,53
STK-20251011-BR002-SKU016256PI,20251011,BR002,SKU016256PI,152,113,39
STK-20251011-BR002-SKU017128BL,20251011,BR002,SKU017128BL,204,181,23
STK-20251011-BR002-SKU017128SI,20251011,BR002,SKU017128SI,218,162,56
STK-20251011-BR002-SKU017128PI,20251011,BR002,SKU017128PI,231,189,42
STK-20251011-BR002-SKU017256BL,20251011,BR002,SKU017256BL,229,180,49
STK-20251011-BR002-SKU017256SI,20251011,BR002,SKU017256SI,183,157,26
STK-20251011-BR002-SKU017256PI,20251011,BR002,SKU017256PI,171,150,21
STK-20251011-BR003-SKU015128BL,20251011,BR003,SKU015128BL,201,66,135
STK-20251011-BR003-SKU015128SI,20251011,BR003,SKU015128SI,224,72,152
STK-20251011-BR003-SKU015128PI,20251011,BR003,SKU015128PI,174,73,101
STK-20251011-BR003-SKU015256BL,20251011,BR003,SKU015256BL,207,64,143
STK-20251011-BR003-SKU015256SI,20251011,BR003,SKU015256SI,224,69,155
STK-20251011-BR003-SKU015256PI,20251011,BR003,SKU015256PI,167,71,96
STK-20251011-BR003-SKU016128BL,20251011,BR003,SKU016128BL,159,116,43
STK-20251011-BR003-SKU016128SI,20251011,BR003,SKU016128SI,146,106,40
STK-20251011-BR003-SKU016128PI,20251011,BR003,SKU016128PI,203,120,83
STK-20251011-BR003-SKU016256BL,20251011,BR003,SKU016256BL,149,104,45
STK-20251011-BR003-SKU016256SI,20251011,BR003,SKU016256SI,186,129,57
STK-20251011-BR003-SKU016256PI,20251011,BR003,SKU016256PI,162,113,49
STK-20251011-BR003-SKU017128BL,20251011,BR003,SKU017128BL,198,171,27
STK-20251011-BR003-SKU017128SI,20251011,BR003,SKU017128SI,213,168,45
STK-20251011-BR003-SKU017128PI,20251011,BR003,SKU017128PI,213,166,47
STK-20251011-BR003-SKU017256BL,20251011,BR003,SKU017256BL,189,149,40
STK-20251011-BR003-SKU017256SI,20251011,BR003,SKU017256SI,198,179,19
STK-20251011-BR003-SKU017256PI,20251011,BR003,SKU017256PI,240,182,58
STK-20251011-BR004-SKU015128BL,20251011,BR004,SKU015128BL,148,62,86
STK-20251011-BR004-SKU015128SI,20251011,BR004,SKU015128SI,214,69,145
STK-20251011-BR004-SKU015128PI,20251011,BR004,SKU015128PI,230,63,167
STK-20251011-BR004-SKU015256BL,20251011,BR004,SKU015256BL,172,58,114
STK-20251011-BR004-SKU015256SI,20251011,BR004,SKU015256SI,174,65,109
STK-20251011-BR004-SKU015256PI,20251011,BR004,SKU015256PI,201,71,130
STK-20251011-BR004-SKU016128BL,20251011,BR004,SKU016128BL,154,111,43
STK-20251011-BR004-SKU016128SI,20251011,BR004,SKU016128SI,169,118,51
STK-20251011-BR004-SKU016128PI,20251011,BR004,SKU016128PI,178,120,58
STK-20251011-BR004-SKU016256BL,20251011,BR004,SKU016256BL,187,115,72
STK-20251011-BR004-SKU016256SI,20251011,BR004,SKU016256SI,179,115,64
STK-20251011-BR004-SKU016256PI,20251011,BR004,SKU016256PI,190,102,88
STK-20251011-BR004-SKU017128BL,20251011,BR004,SKU017128BL,214,176,38
STK-20251011-BR004-SKU017128SI,20251011,BR004,SKU017128SI,207,161,46
STK-20251011-BR004-SKU017128PI,20251011,BR004,SKU017128PI,238,192,46
STK-20251011-BR004-SKU017256BL,20251011,BR004,SKU017256BL,217,173,44
STK-20251011-BR004-SKU017256SI,20251011,BR004,SKU017256SI,199,152,47
STK-20251011-BR004-SKU017256PI,20251011,BR004,SKU017256PI,194,148,46
STK-20251011-BR005-SKU015128BL,20251011,BR005,SKU015128BL,171,56,115
STK-20251011-BR005-SKU015128SI,20251011,BR005,SKU015128SI,155,64,91
STK-20251011-BR005-SKU015128PI,20251011,BR005,SKU015128PI,199,66,133
STK-20251011-BR005-SKU015256BL,20251011,BR005,SKU015256BL,218,56,162
STK-20251011-BR005-SKU015256SI,20251011,BR005,SKU015256SI,214,56,158
STK-20251011-BR005-SKU015256PI,20251011,BR005,SKU015256PI,212,73,139
STK-20251011-BR005-SKU016128BL,20251011,BR005,SKU016128BL,163,112,51
STK-20251011-BR005-SKU016128SI,20251011,BR005,SKU016128SI,141,103,38
STK-20251011-BR005-SKU016128PI,20251011,BR005,SKU016128PI,175,113,62
